Mod:Item:MetaData, Localized Name
hbm:deco_pipe_rim_rusted, Rusty Steel Pipe (Rimmed)
hbm:deco_pipe_rim_green, Green Steel Pipe (Rimmed)
hbm:deco_pipe_rim_green_rusted, Rusty Green Steel Pipe (Rimmed)
hbm:deco_pipe_rim_red, Red Steel Pipe (Rimmed)
hbm:deco_pipe_rim_marked, Gas Pipe (Rimmed)
hbm:deco_pipe_framed, Steel Pipe (Framed)
hbm:deco_pipe_framed_rusted, Rusty Steel Pipe (Framed)
hbm:deco_pipe_framed_green, Green Steel Pipe (Framed)
hbm:deco_pipe_framed_green_rusted, Rusty Green Steel Pipe (Framed)
hbm:deco_pipe_framed_red, Red Steel Pipe (Framed)
hbm:deco_pipe_framed_marked, Gas Pipe (Framed)
hbm:deco_pipe_quad, Steel Pipes
hbm:deco_pipe_quad_rusted, Rusty Steel Pipes
hbm:deco_pipe_quad_green, Green Steel Pipes
hbm:deco_pipe_quad_green_rusted, Rusty Green Steel Pipes
hbm:deco_pipe_quad_red, Red Steel Pipes
hbm:deco_pipe_quad_marked, Gas Pipes
hbm:mush, Glowing Mushroom
hbm:mush_block, tile.mush_block.name
hbm:mush_block_stem, tile.mush_block_stem.name
hbm:block_waste, Block of Nuclear Waste
hbm:block_waste_painted, Painted Block of Nuclear Waste
hbm:block_waste_vitrified, Vitrified Block of Nuclear Waste
hbm:waste_earth, Dead Grass
hbm:waste_mycelium, Glowing Mycelium
hbm:waste_trinitite, Trinitite Ore
hbm:waste_trinitite_red, Red Trinitite Ore
hbm:waste_log, Charred Log
hbm:waste_planks, Charred Wooden Planks
hbm:frozen_grass, Frozen Grass
hbm:frozen_log, Frozen Log
hbm:frozen_planks, Frozen Planks
hbm:frozen_dirt, Frozen Dirt
hbm:fallout, Fallout
hbm:block_boron, Block of Boron
hbm:block_lanthanium, Block of Lanthanium
hbm:block_actinium, Block of Actinium
hbm:block_tritium, Block of Tritium Cells
hbm:block_semtex, Block of Semtex
hbm:block_smore, Block of S'more
hbm:sellafield_slaked, Slaked Sellafite
hbm:sellafield_0, Sellafite
hbm:sellafield_1, Hot Sellafite
hbm:sellafield_2, Boiling Sellafite
hbm:sellafield_3, Blazing Sellafite
hbm:sellafield_4, Infernal Sellafite
hbm:sellafield_core, Sellafite-Corium
hbm:geysir_water, tile.geysir_water.name
hbm:geysir_chlorine, tile.geysir_chlorine.name
hbm:geysir_vapor, tile.geysir_vapor.name
hbm:geysir_nether, tile.geysir_nether.name
hbm:block_yellowcake, Block of Yellowcake
hbm:block_starmetal, §9Block of Starmetal§r
hbm:block_asbestos, Block of Asbestos
hbm:block_cobalt, Block of Cobalt
hbm:block_lithium, Block of Lithium
hbm:block_zirconium, Block of Zirconium
hbm:block_insulator, Roll of Insulation
hbm:block_fiberglass, Roll of Fiberglass
hbm:block_white_phosphorus, Block of White Phosphorus
hbm:block_red_phosphorus, Block of Red Phosphorus
hbm:block_fallout, Block of Fallout
hbm:block_foam, Foam
hbm:block_graphite, Block of Graphite
hbm:block_graphite_drilled, Drilled Graphite
hbm:block_graphite_fuel, Pile Fuel
hbm:block_graphite_plutonium, Pile Fuel (Bred)
hbm:block_graphite_rod, Pile Control Rod
hbm:block_graphite_source, Pile Neutron Source
hbm:block_australium, Block of Australium
hbm:block_weidanium, Block of Weidanium
hbm:block_reiium, Block of Reiium
hbm:block_unobtainium, Block of Unobtainium
hbm:block_daffergon, Block of Daffergon
hbm:block_verticium, Block of Verticium
hbm:stone_depth, Depth Rock
hbm:ore_depth_cinnebar, Depth Cinnabar Ore
hbm:ore_depth_zirconium, Depth Zirconium Ore
hbm:cluster_depth_iron, Depth Iron Ore Cluster
hbm:cluster_depth_titanium, Depth Titanium Ore Cluster
hbm:cluster_depth_tungsten, Depth Tungsten Ore Cluster
hbm:depth_brick, Depth Bricks
hbm:depth_tiles, Depth Tiles
hbm:depth_nether_brick, Nether Depth Bricks
hbm:depth_nether_tiles, Nether Depth Tiles
hbm:depth_dnt, DNT-Reinforced Depth Bricks
hbm:stone_depth_nether, Nether Depth Rock
hbm:ore_depth_nether_neodymium, Nether Depth Neodymium Ore
hbm:stone_porous, tile.stone_porous.name
hbm:basalt, Basalt
hbm:basalt_sulfur, Sulfur-Rich Basalt
hbm:basalt_fluorite, Fluorite-Rich Basalt
hbm:basalt_asbestos, Asbestos-Rich Basalt
hbm:basalt_gem, Gem-Rich Basalt
hbm:basalt_smooth, Smooth Basalt
hbm:basalt_brick, Basalt Bricks
hbm:basalt_polished, Polished Basalt
hbm:basalt_tiles, Basalt Tiles
hbm:ore_australium, Australian Ore
hbm:ore_weidanium, Weidite
hbm:ore_reiium, Reiite
hbm:ore_unobtainium, Brightblende Ore
hbm:ore_daffergon, Dellite
hbm:ore_verticium, Dollar Green Mineral
hbm:block_cap_nuka, Block of Nuka Cola Bottle Caps
hbm:block_cap_quantum, Block of Nuka Cola Quantum Bottle Caps
hbm:block_cap_rad, Block of S~Cola RAD Bottle Caps
hbm:block_cap_sparkle, Block of S~Cola Bottle Caps
hbm:block_cap_korl, Block of Korl Bottle Caps
hbm:block_cap_fritz, Block of Fritz Cola Bottle Caps
hbm:block_cap_sunset, Block of Sunset Sarsaparilla Bottle Caps
hbm:block_cap_star, Block of Sunset Sarsaparilla Star Caps
hbm:nuke_gadget, The Gadget
hbm:nuke_boy, Little Boy
hbm:nuke_man, Fat Man
hbm:nuke_mike, Ivy Mike
hbm:nuke_tsar, Tsar Bomba
hbm:nuke_fleija, F.L.E.I.J.A.
hbm:nuke_prototype, The Prototype
hbm:nuke_solinium, The Blue Rinse
hbm:nuke_n2, N² Mine
hbm:nuke_n45, N45 Naval Mine
hbm:nuke_fstbmb, Balefire Bomb
hbm:nuke_custom, Custom Nuke
hbm:bomb_multi, Multi Purpose Bomb
hbm:crashed_bomb, Dud
hbm:fireworks, Firework Battery
hbm:mine_ap, Anti-Personell Mine
hbm:mine_he, Anti-Tank Mine
hbm:mine_shrap, Shrapnel Mine
hbm:mine_fat, Fat Mine
hbm:flame_war, Flame War in a Box
hbm:float_bomb, Levitation Bomb
hbm:emp_bomb, EMP Device
hbm:therm_endo, Endothermic Bomb
hbm:therm_exo, Exothermic Bomb
hbm:det_cord, Det Cord
hbm:det_charge, Explosive Charge
hbm:det_nuke, Nuclear Charge
hbm:det_miner, Mining Charge
hbm:red_barrel, Explosive Barrel
hbm:pink_barrel, Kerosene Barrel
hbm:yellow_barrel, Radioactive Barrel
hbm:vitrified_barrel, Vitrified Nuclear Waste Drum
hbm:lox_barrel, LOX Barrel
hbm:taint_barrel, IMP Residue Barrel
hbm:barrel_plastic, Safe Barrel™
hbm:barrel_corroded, Corroded Barrel
hbm:barrel_iron, Iron Barrel
hbm:barrel_steel, Steel Barrel
hbm:barrel_tcalloy, Technetium Steel Barrel
hbm:barrel_antimatter, Magnetic Antimatter Container
hbm:machine_armor_table, Armor Modification Table
hbm:turret_light, Light Machine Gun Turret
hbm:turret_heavy, Heavy Machine Gun Turret
hbm:turret_rocket, Rocket Turret
hbm:turret_flamer, Flamethrower Turret
hbm:turret_tau, Tauon Turret
hbm:turret_spitfire, Turret I have no name for right now [WIP]
hbm:turret_cwis, Phalanx Mk-15 CIWS
hbm:turret_cheapo, Cheapo Gatling Sentry
hbm:turret_chekhov, Heavy Machine Gun Turret "Chekhov's Gun"
hbm:turret_friendly, Chaingun Turret "Mister Friendly"
hbm:turret_jeremy, Autocannon Turret "Jeremy"
hbm:turret_tauon, XVL1456 Prototype Turret "Tauon"
hbm:turret_richard, Rocket Launcher Turret "Richard"
hbm:turret_howard, Goalkeeper Twin Chaingun CIWS "Howard"
hbm:turret_howard_damaged, Goalkeeper Twin Chaingun CIWS "Methusalem"
hbm:turret_maxwell, High-Energy MASER Turret "Maxwell"
hbm:turret_fritz, Heavy Flamethrower Turret "Fritz"
hbm:turret_brandon, tile.turret_brandon.name
hbm:rail_highspeed, High Speed Rail
hbm:rail_booster, High Speed Booster Rail
hbm:machine_siren, Siren
hbm:broadcaster_pc, Corrupted Broadcaster
hbm:geiger, Geiger Counter
hbm:fence_metal, Chainlink Fence
hbm:ash_digamma, Ash
hbm:sand_boron, Boron Sand
hbm:sand_lead, Lead Sand
hbm:sand_uranium, Uranium Sand
hbm:sand_polonium, Polonium Sand
hbm:sand_quartz, Quartz Sand
hbm:sand_gold, Gold Sand
hbm:sand_gold198, Gold-198 Sand
hbm:glass_uranium, Uranium Glass
hbm:glass_trinitite, Trinity Glass
hbm:glass_polonium, Polonium Glass
hbm:glass_boron, Boron Glass
hbm:glass_lead, Lead Glass
hbm:glass_ash, Ash Glass
hbm:glass_quartz, Quartz Glass
hbm:seal_frame, Silo Hatch Frame
hbm:seal_controller, Silo Hatch Opener
hbm:seal_hatch, Silo Hatch
hbm:silo_hatch, Silo Hatch
hbm:vault_door, Vault-Tec Blast Door
hbm:blast_door, Sliding Blast Door
hbm:sliding_blast_door, Sideways Sliding Blast Door
hbm:sliding_blast_door_2, Sideways Sliding Blast Door
hbm:sliding_blast_door_keypad, tile.sliding_blast_door_keypad.name
hbm:large_vehicle_door, Large Vehicle Door
hbm:water_door, Water Door
hbm:qe_containment, QE Containment Door
hbm:qe_sliding, QE Sliding Door
hbm:fire_door, Fire Door
hbm:small_hatch, Small Hatch
hbm:round_airlock_door, Round Airlock Door
hbm:secure_access_door, Secure Access Door
hbm:sliding_seal_door, Sliding Seal Door
hbm:transition_seal, Transition Seal
hbm:keypad_test, tile.keypad_test.name
hbm:bm_power_box, Black Mesa Power Switch
hbm:barbed_wire, Barbed Wire
hbm:barbed_wire_fire, Flaming Barbed Wire
hbm:barbed_wire_poison, Poisoned Barbed Wire
hbm:barbed_wire_acid, Caustic Barbed Wire
hbm:barbed_wire_wither, Withered Barbed Wire
hbm:barbed_wire_ultradeath, Cloud Barbed Wire
hbm:spikes, Spikes
hbm:tesla, Tesla Coil
hbm:crate, Supply Crate
hbm:crate_weapon, Weapon Crate
hbm:crate_lead, Hazmat Crate
hbm:crate_metal, Machine Crate
hbm:crate_red, Red Crate
hbm:crate_iron, Iron Crate
hbm:crate_steel, Steel Crate
hbm:crate_tungsten, Tungsten Crate
hbm:crate_can, Conserve Crate
hbm:crate_jungle, Enargite Crate
hbm:crate_ammo, Starmetal Crate
hbm:safe, Safe
hbm:machine_keyforge, Locksmith Table
hbm:machine_solar_boiler, Solar Tower Boiler
hbm:solar_mirror, Heliostat Mirror
hbm:machine_telelinker, Turret Telemetry Linker
hbm:machine_satlinker, Satellite ID Manager
hbm:sat_dock, Cargo Landing Pad
hbm:soyuz_capsule, Cargo Landing Capsule
hbm:book_guide, Hbm's Nuclear Tech Mod Manual [LEGACY]
hbm:machine_boiler_off, Boiler
hbm:machine_boiler_on, Boiler
hbm:machine_boiler_electric_off, Electric Boiler
hbm:machine_boiler_electric_on, Electric Boiler
hbm:red_pylon, Electricity Pole
hbm:machine_battery_potato, Potato Battery Block
hbm:machine_battery, Energy Storage Block
hbm:machine_lithium_battery, Li-Ion Energy Storage Block
hbm:machine_schrabidium_battery, Schrabidium Energy Storage Block
hbm:machine_dineutronium_battery, Spark Energy Storage Block
hbm:machine_fensu, FEnSU
hbm:machine_transformer, 10k-20Hz Transformer
hbm:machine_transformer_20, 10k-1Hz Transformer
hbm:machine_transformer_dnt, DNT-20Hz Transformer
hbm:machine_transformer_dnt_20, DNT-1Hz Transformer
hbm:machine_converter_he_rf, HE to RF Converter
hbm:machine_converter_rf_he, RF to HE Converter
hbm:machine_press, Burner Press
hbm:machine_epress, Electric Press
hbm:machine_difurnace_on, Blast Furnace
hbm:machine_difurnace_off, Blast Furnace
hbm:machine_coal_off, Combustion Generator
hbm:machine_coal_on, Combustion Generator
hbm:machine_diesel, Diesel Generator
hbm:machine_industrial_generator, Industrial Generator
hbm:machine_generator, Nuclear Reactor (Old)
hbm:machine_reactor_small, Nuclear Reactor
hbm:rbmk_rod, RBMK Fuel Rod
hbm:rbmk_rod_mod, RBMK Moderated Fuel Rod
hbm:rbmk_rod_reasim, RBMK Fuel Rod (ReaSim)
hbm:rbmk_rod_reasim_mod, RBMK Moderated Fuel Rod (ReaSim)
hbm:rbmk_control, RBMK Control Rods
hbm:rbmk_control_mod, RBMK Moderated Control Rods
hbm:rbmk_control_auto, RBMK Automatic Control Rods
hbm:rbmk_blank, RBMK Structural Column
hbm:rbmk_boiler, RBMK Steam Channel
hbm:rbmk_reflector, RBMK Tungsten Carbide Neutron Reflector
hbm:rbmk_absorber, RBMK Boron Neutron Absorber
hbm:rbmk_moderator, RBMK Graphite Moderator
hbm:rbmk_outgasser, RBMK Irradiation Channel
hbm:rbmk_console, RBMK Console
hbm:rbmk_loader, RBMK Steam Connector
hbm:rbmk_steam_inlet, RBMK ReaSim Water Inlet
hbm:rbmk_steam_outlet, RBMK ReaSim Steam Outlet
hbm:pribris, RBMK Debris
hbm:pribris_burning, Flaming RBMK Debris
hbm:pribris_radiating, Smoldering RBMK Debris
hbm:pribris_digamma, Blackened RBMK Debris
hbm:block_corium, Corium
hbm:block_corium_cobble, Corebblestone
hbm:machine_assembler, Assembly Machine
hbm:machine_chemplant, Chemical Plant
hbm:machine_rtg_grey, RT Generator
hbm:machine_turbine, Steam Turbine
hbm:machine_large_turbine, Industrial Steam Turbine
hbm:machine_chungus, Leviathan Steam Turbine
hbm:machine_condenser, Steam Condenser
hbm:machine_tower_small, Auxiliary Cooling Tower
hbm:machine_tower_large, Cooling Tower
hbm:anvil_iron, Iron Anvil
hbm:anvil_lead, Lead Anvil
hbm:anvil_steel, Steel Anvil
hbm:anvil_meteorite, Meteorite Anvil
hbm:anvil_starmetal, Starmetal Anvil
hbm:anvil_ferrouranium, Ferrouranium Anvil
hbm:anvil_bismuth, Bismuth Anvil
hbm:anvil_schrabidate, Ferric Schrabidate Anvil
hbm:anvil_dnt, Dineutronium Anvil
hbm:anvil_murky, Murky Anvil
hbm:machine_nuke_furnace_off, Nuclear Furnace
hbm:machine_nuke_furnace_on, Nuclear Furnace
hbm:machine_rtg_furnace_off, RTG Furnace
hbm:machine_rtg_furnace_on, RTG Furnace
hbm:machine_selenium, Radial Performance Engine
hbm:machine_controller, Reactor Remote Control Block
hbm:machine_reactor, Breeding Reactor
hbm:machine_reactor_on, Breeding Reactor
hbm:launch_pad, Missile Launch Pad
hbm:machine_centrifuge, Centrifuge
hbm:machine_gascent, Gas Centrifuge
hbm:machine_silex, Laser Isotope Separation Chamber (SILEX)
hbm:machine_crystallizer, Ore Acidizer
hbm:machine_shredder, Shredder
hbm:machine_waste_drum, Spent Fuel Pool Drum
hbm:machine_storage_drum, Nuclear Waste Disposal Drum
hbm:machine_well, Oil Derrick
hbm:machine_pumpjack, Pumpjack
hbm:oil_pipe, Crude Oil Extraction Pipe
hbm:machine_flare, Gas Flare
hbm:machine_drill, Automatic Mining Drill
hbm:drill_pipe, Drill Pipe
hbm:machine_mining_laser, Mining Laser
hbm:barricade, Sand Bags
hbm:machine_turbofan, Turbofan
hbm:machine_schrabidium_transmutator, Schrabidium Transmutation Device
hbm:machine_combine_factory, CMB Steel Furnace
hbm:machine_teleporter, Teleporter
hbm:machine_forcefield, Forcefield Emitter
hbm:machine_radar, Radar
hbm:radiobox, Rosenberg Pest Control Box
hbm:radiorec, Broken FM Radio
hbm:machine_uf6_tank, Uranium Hexafluoride Tank
hbm:machine_puf6_tank, Plutonium Hexafluoride Tank
hbm:machine_fluidtank, Tank
hbm:machine_bat9000, Big-Ass Tank 9000
hbm:machine_orbus, Heavy Magnetic Storage Tank
hbm:machine_fraction_tower, Fractioning Tower
hbm:fraction_spacer, Fractioning Tower Separator
hbm:machine_refinery, Oil Refinery
hbm:machine_electric_furnace_off, Electric Furnace
hbm:machine_electric_furnace_on, Electric Furnace
hbm:machine_arc_furnace_off, Arc Furnace
hbm:machine_arc_furnace_on, Arc Furnace
hbm:machine_microwave, Microwave
hbm:machine_cyclotron, Cyclotron
hbm:machine_radgen, Radiation-Powered Engine
hbm:machine_amgen, Ambience Radiation Generator
hbm:machine_geo, Geothermal Electric Generator
hbm:machine_minirtg, Radio Isotope Cell
hbm:rtg_polonium, PT Isotope Cell
hbm:machine_spp_bottom, ZPE Potential Generator (Bottom)
hbm:machine_spp_top, ZPE Potential Generator (Top)
hbm:marker_structure, Multiblock Structure Marker
hbm:muffler, Muffler
hbm:struct_launcher, Launch Pad Component Block
hbm:struct_scaffold, Launch Pad Scaffold Block
hbm:struct_launcher_core, Compact Launcher Core Component
hbm:struct_launcher_core_large, Launch Table Core Component
hbm:struct_soyuz_core, Soyuz Launcher Core Component
hbm:struct_iter_core, Fusion Reactor Core Component
hbm:struct_plasma_core, Plasma Heater Core Component
hbm:factory_titanium_hull, Basic Factory Casing
hbm:factory_titanium_furnace, Basic Factory Access Hatch
hbm:factory_titanium_conductor, Basic Factory Electricity Port
hbm:factory_titanium_core, Basic Factory Core Component
hbm:factory_advanced_hull, Advanced Factory Casing
hbm:factory_advanced_furnace, Advanced Factory Access Hatch
hbm:factory_advanced_conductor, Advanced Factory Electricity Port
hbm:factory_advanced_core, Advanced Factory Core Component
hbm:reactor_element, Reactor Chamber
hbm:reactor_control, Control Rods
hbm:reactor_hatch, Reactor Access Hatch
hbm:reactor_ejector, Reactor Waste Ejector
hbm:reactor_inserter, Reactor Fuel Inserter
hbm:reactor_conductor, Reactor Boiler
hbm:reactor_computer, Reactor Control
hbm:fusion_conductor, Superconducting Magnet
hbm:fusion_center, Central Magnet Piece
hbm:fusion_motor, Magnet Motor Piece
hbm:fusion_heater, Plasma Heater Component
hbm:fusion_hatch, Fusion Reactor Access Hatch
hbm:fusion_core_block, Fusion Reactor Control
hbm:plasma, Plasma
hbm:iter, Fusion Reactor
hbm:plasma_heater, Plasma Heater
hbm:watz_element, Watz Reaction Chamber
hbm:watz_control, Reinforced Control Rods
hbm:watz_cooler, Watz Reactor Supercooler
hbm:watz_end, Watz Reactor Stability Element
hbm:watz_hatch, Watz Reactor Access Hatch
hbm:watz_conductor, Watz Electricity Port
hbm:watz_core, Watz Reactor Control
hbm:fwatz_conductor, 4000K Superconducting Magnet
hbm:fwatz_cooler, Regenerative Coolant Fluid Tank Shell
hbm:fwatz_tank, Regenerative Coolant Fluid Tank
hbm:fwatz_scaffold, Fusionary Watz Plant Structural Support
hbm:fwatz_hatch, Fusionary Watz Plant Access Hatch
hbm:fwatz_computer, Fusionary Watz Reactor Calculation Matrix
hbm:fwatz_core, Fusionary Watz Reactor Control
hbm:fwatz_plasma, Destabilized Antischrabidium Plasma
hbm:ams_base, AMS Base [WIP]
hbm:ams_emitter, AMS Emitter [WIP]
hbm:ams_limiter, AMS Stabilizer [WIP]
hbm:dfc_emitter, DFC Emitter
hbm:dfc_injector, DFC Fuel Injector
hbm:dfc_receiver, DFC Receiver
hbm:dfc_stabilizer, DFC Stabilizer
hbm:dfc_core, Dark Fusion Core
hbm:hadron_plating, Particle Accelerator Plating
hbm:hadron_plating_blue, Particle Accelerator Plating (Blue)
hbm:hadron_plating_black, Particle Accelerator Plating (Black)
hbm:hadron_plating_yellow, Particle Accelerator Plating (YelloDye)
hbm:hadron_plating_striped, Particle Accelerator Plating (Cool Hazard Stripes)
hbm:hadron_plating_voltz, Particle Accelerator Plating (VOLTZ)
hbm:hadron_plating_glass, Particle Accelerator Plating (Window)
hbm:hadron_coil_alloy, Dense Superconducting Coil
hbm:hadron_coil_gold, Dense Gold Coil
hbm:hadron_coil_neodymium, Dense Neodymium Coil
hbm:hadron_coil_magtung, Dense 4000K Superconductor Coil
hbm:hadron_coil_schrabidium, Dense Schrabidic Coil
hbm:hadron_coil_schrabidate, Dense Schrabidate Coil
hbm:hadron_coil_starmetal, Dense Starmetal Coil
hbm:hadron_coil_chlorophyte, Dense Chlorophyte Coil
hbm:hadron_coil_mese, Dense Mese Coil
hbm:hadron_diode, Schottky Particle Diode
hbm:hadron_analysis, Particle Accelerator Analysis Chamber Wall
hbm:hadron_analysis_glass, Particle Accelerator Analysis Chamber Window
hbm:hadron_access, Particle Accelerator Access Terminal
hbm:hadron_core, Particle Accelerator Core Component
hbm:hadron_power, Particle Accelerator Power Plug
hbm:machine_missile_assembly, Missile Assembly Station
hbm:compact_launcher, Compact Launch Pad
hbm:launch_table, Large Launch Pad
hbm:soyuz_launcher, Soyuz Launch Platform
hbm:deco_sat_mapper, Surface Mapping Satellite (Deco Block)
hbm:deco_sat_radar, Radar Survey Satellite (Deco Block)
hbm:deco_sat_scanner, Satellite with Depth-Resource Scanning Module (Deco Block)
hbm:deco_sat_laser, Orbital Death Ray (Deco Block)
hbm:deco_sat_foeq, PEAF - Mk.I FOEQ Duna Probe with experimental Nuclear Propulsion (Deco Block)
hbm:deco_sat_resonator, Xenium Resonator Satellite (Deco Block)
hbm:absorber, Radiation Absorber
hbm:absorber_red, Enhanced Radiation Absorber
hbm:absorber_green, Advanced Radiation Absorber
hbm:absorber_pink, Elite Radiation Absorber
hbm:decon, Player Decontaminator
hbm:volcano_core, Volcano Core
hbm:vent_chlorine, Chlorine Vent
hbm:vent_cloud, Cloud Vent
hbm:vent_pink_cloud, Pink Cloud Vent
hbm:vent_chlorine_seal, Chlorine Seal
hbm:chlorine_gas, Chlorine Gas
hbm:gas_radon, Radon Gas
hbm:gas_radon_dense, Dense Radon Gas
hbm:gas_radon_tomb, Tomb Gas
hbm:gas_monoxide, Carbon Monoxide
hbm:gas_asbestos, Airborne Asbestos Particles
hbm:gas_coal, Airborne Coal Dust
hbm:gas_flammable, Flammable Gas
hbm:gas_explosive, Explosive Gas
hbm:ancient_scrap, Ancient Scrap Metal
hbm:railgun_plasma, Railgun
hbm:book_crafting, tile.book_crafting.name
hbm:red_cable, Red Copper Cable
hbm:red_wire_coated, Coated Red Copper Cable
hbm:cable_switch, Power Switch
hbm:machine_detector, Power Detector
hbm:fluid_duct, Universal Fluid Duct [DEPRECIATED]
hbm:fluid_duct_mk2, Universal Fluid Duct
hbm:conveyor, tile.conveyor.name
hbm:dungeon_chain, Metal Chain
hbm:ladder_sturdy, Sturdy Wooden Ladder
hbm:ladder_iron, Iron Ladder
hbm:ladder_gold, Golden Ladder
hbm:ladder_aluminium, Aluminium Ladder
hbm:ladder_copper, Copper Ladder
hbm:ladder_titanium, Titanium Ladder
hbm:ladder_lead, Lead Ladder
hbm:ladder_cobalt, Cobalt Ladder
hbm:ladder_steel, Steel Ladder
hbm:ladder_tungsten, Tungsten Ladder
hbm:ladder_red, Red Ladder
hbm:ladder_red_top, Red Ladder Top
hbm:railing_end_floor, Railing End (Floor)
hbm:railing_end_self, Railing End (Self)
hbm:railing_end_flipped_floor, Railing End Flipped (Floor)
hbm:railing_end_flipped_self, Railing End Flipped (Self)
hbm:railing_normal, Railing
hbm:railing_bend, Railing Bend
hbm:control_panel0, [WIP]Control Panel
hbm:boxcar, Boxcar
hbm:boat, Boat
hbm:null, tile.null.name
hbm:void, tile.void.name
hbm:ngtv, tile.ngtv.name
hbm:undef, tile.undef.name
hbm:dummy_block_assembler, tile.dummy_block_assembler.name
hbm:dummy_port_assembler, tile.dummy_port_assembler.name
hbm:dummy_block_chemplant, tile.dummy_block_chemplant.name
hbm:dummy_port_chemplant, tile.dummy_port_chemplant.name
hbm:dummy_block_reactor_small, tile.dummy_block_reactor_small.name
hbm:dummy_port_reactor_small, tile.dummy_port_reactor_small.name
hbm:dummy_block_centrifuge, tile.dummy_block_centrifuge.name
hbm:dummy_block_gascent, tile.dummy_block_gascent.name
hbm:dummy_block_uf6, tile.dummy_block_uf6.name
hbm:dummy_block_puf6, tile.dummy_block_puf6.name
hbm:dummy_block_fluidtank, tile.dummy_block_fluidtank.name
hbm:dummy_port_fluidtank, tile.dummy_port_fluidtank.name
hbm:dummy_block_refinery, tile.dummy_block_refinery.name
hbm:dummy_port_refinery, tile.dummy_port_refinery.name
hbm:dummy_block_cyclotron, tile.dummy_block_cyclotron.name
hbm:dummy_port_cyclotron, tile.dummy_port_cyclotron.name
